ID POSTE;ID IP;CIDADAE;Lamp Type;Potência da Lâmpada;Relé Individual;UC Agrupadora;COORD_X;COORD_Y
5129263;22444305;PALMITAL;Vapor de Sódio;150;Sim;2100636;580379;7479493
5446295;22444306;PALMITAL;Vapor de Sódio;150;Sim;2100636;580404;7479483
5129264;22444307;PALMITAL;Vapor de Sódio;100;Sim;2100636;580389;7479466
5129256;22444308;PALMITAL;Vapor de Sódio;250;Sim;2100636;580280;7479450
6189125;22444309;PALMITAL;Vapor de Sódio;100;Sim;2100636;580380;7479437
6189124;22444310;PALMITAL;Vapor de Sódio;150;Sim;2100636;580371;7479408
5455734;22444311;PALMITAL;Vapor de Sódio;150;Sim;2100636;580364;7479388
5690312;22444312;PALMITAL;Vapor de Sódio;100;Sim;2100636;579575;7478693
5690520;22444313;PALMITAL;Vapor de Sódio;100;Sim;2100636;579547;7478703
5690318;22444314;PALMITAL;Vapor de Sódio;100;Sim;2100636;579515;7478716
6405063;22444315;PALMITAL;Vapor de Sódio;100;Sim;2100636;579417;7478588
5660226;22444316;PALMITAL;Vapor de Sódio;100;Sim;2100636;579434;7478642
5447923;22444317;PALMITAL;Vapor de Sódio;250;Sim;2100636;579752;7479609
5447922;22444318;PALMITAL;Vapor de Sódio;250;Sim;2100636;579772;7479601
5447666;22444319;PALMITAL;Vapor de Sódio;250;Sim;2100636;579800;7479590
5444901;22444320;PALMITAL;Vapor de Sódio;250;Sim;2100636;579694;7479617
6171440;22444321;PALMITAL;Vapor de Sódio;250;Sim;2100636;579685;7479593
6172007;22444322;PALMITAL;Vapor de Sódio;150;Sim;2100636;579633;7479723
6172008;22444323;PALMITAL;Vapor de Sódio;150;Sim;2100636;579619;7479686
6172817;22444324;PALMITAL;Vapor de Sódio;100;Sim;2100636;579607;7479655
5447924;22444325;PALMITAL;Vapor de Sódio;250;Sim;2100636;579715;7479624
5779119;22444326;PALMITAL;Vapor de Sódio;100;Sim;2100636;580314;7478429
6489619;22444327;PALMITAL;Vapor de Sódio;100;Sim;2100636;580461;7478365
6489224;22444328;PALMITAL;Vapor de Sódio;100;Sim;2100636;580437;7478322
5779359;22444329;PALMITAL;Vapor de Sódio;100;Sim;2100636;580291;7478424
6489059;22444330;PALMITAL;Vapor de Sódio;100;Sim;2100636;580258;7478460
6489058;22444331;PALMITAL;Vapor de Sódio;100;Sim;2100636;580232;7478475
5445563;22444332;PALMITAL;Vapor de Sódio;70;Sim;2100636;579625;7478752
5445564;22444333;PALMITAL;Vapor de Sódio;70;Sim;2100636;579660;7478738
5445565;22444334;PALMITAL;Vapor de Sódio;70;Sim;2100636;579692;7478726
5129366;22444335;PALMITAL;Vapor de Sódio;100;Sim;2100636;579814;7478678
6172695;22444336;PALMITAL;Vapor de Sódio;150;Sim;2100636;579897;7478790
6172362;22444337;PALMITAL;Vapor de Sódio;70;Sim;2100636;579771;7478672
6172363;22444338;PALMITAL;Vapor de Sódio;100;Sim;2100636;579784;7478704
6171880;22444339;PALMITAL;Vapor de Sódio;100;Sim;2100636;579798;7478739
6172869;22444340;PALMITAL;Vapor de Sódio;100;Sim;2100636;579814;7478779
6172870;22444341;PALMITAL;Vapor de Sódio;100;Sim;2100636;579824;7478802
5445568;22444342;PALMITAL;Vapor de Sódio;100;Sim;2100636;579795;7478686
5447734;22444343;PALMITAL;Vapor de Sódio;100;Sim;2100636;579834;7478670
5447733;22444344;PALMITAL;Vapor de Sódio;100;Sim;2100636;579869;7478657
6172855;22444345;PALMITAL;Vapor de Sódio;100;Sim;2100636;579839;7478645
6172854;22444346;PALMITAL;Vapor de Sódio;100;Sim;2100636;579853;7478680
6172853;22444347;PALMITAL;Vapor de Sódio;100;Sim;2100636;579868;7478718
6172852;22444348;PALMITAL;Vapor de Sódio;70;Sim;2100636;579882;7478754
6172851;22444349;PALMITAL;Vapor de Sódio;70;Sim;2100636;579890;7478773
5129367;22444350;PALMITAL;Vapor de Sódio;70;Sim;2100636;579956;7478623
6171689;22444351;PALMITAL;Vapor de Sódio;100;Sim;2100636;580024;7478691
5440404;22444352;PALMITAL;Vapor de Sódio;100;Sim;2100636;579512;7479103
5440403;22444353;PALMITAL;Vapor de Sódio;100;Sim;2100636;579475;7479118
6171326;22444354;PALMITAL;Vapor de Sódio;100;Sim;2100636;579408;7479144
6171325;22444355;PALMITAL;Vapor de Sódio;100;Sim;2100636;579376;7479157
5129359;22444356;PALMITAL;Vapor de Sódio;70;Não;2100636;579421;7479068
6171481;22444357;PALMITAL;Vapor de Sódio;100;Não;2100636;579316;7479102
6171482;22444358;PALMITAL;Vapor de Sódio;100;Não;2100636;579311;7479085
6171483;22444359;PALMITAL;Vapor de Sódio;70;Não;2100636;579304;7479063
6171650;22444360;PALMITAL;Vapor de Sódio;100;Sim;2100636;579315;7479041
6171651;22444361;PALMITAL;Vapor de Sódio;100;Não;2100636;579339;7479032
6171652;22444362;PALMITAL;Vapor de Sódio;100;Não;2100636;579363;7479022
6171653;22444363;PALMITAL;Vapor de Sódio;100;Não;2100636;579395;7479009
6171883;22444364;PALMITAL;Vapor de Sódio;100;Não;2100636;579429;7478996
6171884;22444365;PALMITAL;Vapor de Sódio;100;Não;2100636;579463;7478982
6171885;22444366;PALMITAL;Vapor de Sódio;100;Não;2100636;579496;7478969
6172045;22444367;PALMITAL;Vapor de Sódio;100;Não;2100636;579529;7478955
38860700;22444368;PALMITAL;Vapor de Sódio;250;Não;2100636;579562;7478942
38860700;22444369;PALMITAL;Vapor de Sódio;250;Não;2100636;579562;7478942
38860700;22444370;PALMITAL;Vapor de Sódio;150;Não;2100636;579562;7478942
5447505;22444371;PALMITAL;Vapor de Sódio;100;Sim;2100636;579546;7478930
5447766;22444372;PALMITAL;Vapor de Sódio;250;Sim;2100636;580269;7479420
5447767;22444373;PALMITAL;Vapor de Sódio;100;Sim;2100636;580257;7479390
5129258;22444374;PALMITAL;Vapor de Sódio;250;Sim;2100636;580281;7479396
5454067;22444375;PALMITAL;Vapor de Sódio;250;Sim;2100636;580251;7479409
5446550;22444376;PALMITAL;Vapor de Sódio;250;Sim;2100636;580303;7479508
5129262;22444377;PALMITAL;Led;100;Sim;2100636;580316;7479541
5129262;22444378;PALMITAL;Vapor de Sódio;70;Não;2100636;580316;7479541
5129262;22444379;PALMITAL;Vapor Metálico;400;Não;2100636;580316;7479541
5129262;22444380;PALMITAL;Vapor Metálico;400;Não;2100636;580316;7479541
5129262;22444381;PALMITAL;Vapor de Sódio;400;Não;2100636;580316;7479541
5692095;22444382;PALMITAL;Led;100;Sim;2100636;580324;7479565
5129259;22444383;PALMITAL;Vapor de Sódio;250;Sim;2100636;580303;7479386
5445584;22444384;PALMITAL;Vapor de Sódio;250;Sim;2100636;580333;7479373
5455733;22444385;PALMITAL;Vapor de Sódio;250;Sim;2100636;580353;7479352
5129770;22444386;PALMITAL;Vapor de Sódio;100;Sim;2100636;580549;7478365
6171489;22444387;PALMITAL;Vapor de Sódio;70;Sim;2100636;580606;7478408
6171488;22444388;PALMITAL;Vapor de Sódio;100;Sim;2100636;580588;7478417
6171128;22444389;PALMITAL;Vapor de Sódio;100;Sim;2100636;580560;7478431
6171127;22444390;PALMITAL;Vapor de Sódio;100;Sim;2100636;580543;7478404
5447033;22444391;PALMITAL;Vapor de Sódio;100;Sim;2100636;580528;7478377
6489226;22444392;PALMITAL;Vapor de Sódio;100;Sim;2100636;580605;7478250
6489398;22444393;PALMITAL;Vapor de Sódio;100;Sim;2100636;580584;7478158
6489230;22444394;PALMITAL;Vapor de Sódio;100;Sim;2100636;580556;7478174
6489391;22444395;PALMITAL;Vapor de Sódio;100;Sim;2100636;580524;7478191
6489390;22444396;PALMITAL;Vapor de Sódio;100;Sim;2100636;580498;7478205
6489389;22444397;PALMITAL;Vapor de Sódio;100;Sim;2100636;580472;7478221
6489388;22444398;PALMITAL;Vapor de Sódio;100;Sim;2100636;580445;7478235
6489399;22444399;PALMITAL;Vapor de Sódio;100;Sim;2100636;580421;7478249
5741817;22444400;PALMITAL;Vapor de Sódio;100;Sim;2100636;579853;7478488
5741818;22444401;PALMITAL;Vapor de Sódio;100;Sim;2100636;579864;7478515
5741819;22444402;PALMITAL;Vapor de Sódio;100;Sim;2100636;579878;7478551
5741820;22444403;PALMITAL;Vapor de Sódio;100;Sim;2100636;579889;7478579
5741816;22444404;PALMITAL;Vapor de Sódio;100;Sim;2100636;579841;7478460
5741600;22444405;PALMITAL;Vapor de Sódio;100;Sim;2100636;579825;7478423
5741812;22444406;PALMITAL;Vapor de Sódio;100;Sim;2100636;579849;7478436
5741813;22444407;PALMITAL;Vapor de Sódio;100;Sim;2100636;579816;7478448
5741815;22444408;PALMITAL;Vapor de Sódio;100;Sim;2100636;579749;7478475
5741811;22444409;PALMITAL;Vapor de Sódio;100;Sim;2100636;579758;7478450
5741821;22444410;PALMITAL;Vapor de Sódio;100;Sim;2100636;579772;7478485
6457888;22444411;PALMITAL;Vapor de Sódio;100;Sim;2100636;579784;7478513
6173514;22444412;PALMITAL;Vapor de Sódio;70;Sim;2100636;580036;7478721
5446782;22444413;PALMITAL;Vapor de Sódio;100;Sim;2100636;579906;7478616
5446783;22444414;PALMITAL;Vapor de Sódio;70;Sim;2100636;579920;7478652
6172856;22444415;PALMITAL;Vapor de Sódio;100;Sim;2100636;579933;7478687
6172857;22444416;PALMITAL;Vapor de Sódio;100;Sim;2100636;579947;7478724
5447731;22444417;PALMITAL;Vapor de Sódio;100;Sim;2100636;579936;7478631
5447732;22444418;PALMITAL;Vapor de Sódio;100;Sim;2100636;579900;7478645
56406487;22444419;PALMITAL;Vapor de Sódio;70;Sim;2100636;579976;7478615
56406480;22444420;PALMITAL;Vapor de Sódio;70;Sim;2100636;580011;7478601
6171692;22444421;PALMITAL;Vapor de Sódio;100;Sim;2100636;579984;7478590
6171691;22444422;PALMITAL;Vapor de Sódio;100;Sim;2100636;579998;7478626
6171690;22444423;PALMITAL;Vapor de Sódio;70;Sim;2100636;580010;7478657
5129243;22444424;PALMITAL;Vapor de Sódio;100;Sim;2100636;580559;7478966
5454317;22444425;PALMITAL;Vapor de Sódio;250;Sim;2100636;580612;7479024
5678301;22444426;PALMITAL;Vapor de Sódio;250;Sim;2100636;580648;7479012
5690047;22444427;PALMITAL;Vapor de Sódio;100;Sim;2100636;580548;7478935
5690046;22444428;PALMITAL;Vapor de Sódio;100;Sim;2100636;580534;7478898
6174732;22444429;PALMITAL;Vapor de Sódio;100;Sim;2100636;580538;7478958
5455976;22444430;PALMITAL;Vapor de Sódio;100;Sim;2100636;580572;7479000
5454072;22444431;PALMITAL;Vapor de Sódio;250;Sim;2100636;580521;7479057
5447504;22444432;PALMITAL;Vapor de Sódio;100;Sim;2100636;579557;7478958
5447498;22444433;PALMITAL;Vapor de Sódio;150;Sim;2100636;579567;7478987
5447497;22444434;PALMITAL;Vapor de Sódio;150;Sim;2100636;579580;7479020
5446055;22444435;PALMITAL;Vapor de Sódio;100;Sim;2100636;579593;7479056
6172356;22444436;PALMITAL;Vapor de Sódio;100;Sim;2100636;579441;7478976
6172357;22444437;PALMITAL;Vapor de Sódio;100;Sim;2100636;579452;7479005
5129358;22444438;PALMITAL;Vapor de Sódio;100;Não;2100636;579555;7479012
6172358;22444439;PALMITAL;Vapor de Sódio;100;Sim;2100636;579464;7479035
5444923;22444440;PALMITAL;Vapor de Sódio;100;Não;2100636;579521;7479026
5440177;22444441;PALMITAL;Vapor de Sódio;100;Não;2100636;579480;7479043
5440178;22444442;PALMITAL;Vapor de Sódio;100;Não;2100636;579449;7479056
6171293;22444443;PALMITAL;Vapor de Sódio;70;Não;2100636;579387;7479082
6171294;22444444;PALMITAL;Vapor de Sódio;100;Não;2100636;579361;7479092
6173500;22444445;PALMITAL;Vapor de Sódio;100;Não;2100636;579338;7479102
5129355;22444446;PALMITAL;Vapor de Sódio;100;Sim;2100636;579699;7478983
5444928;22444447;PALMITAL;Vapor de Sódio;100;Sim;2100636;579647;7479050
5129352;22444448;PALMITAL;Vapor de Sódio;150;Não;2100636;579618;7479061
5129352;22444449;PALMITAL;Vapor de Sódio;150;Não;2100636;579618;7479061
6172866;22444450;PALMITAL;Vapor de Sódio;100;Sim;2100636;579693;7478889
6173629;22444451;PALMITAL;Vapor de Sódio;100;Sim;2100636;579626;7478916
5447034;22444452;PALMITAL;Vapor de Sódio;100;Sim;2100636;580499;7478392
6171120;22444453;PALMITAL;Vapor de Sódio;100;Sim;2100636;580474;7478389
5447032;22444454;PALMITAL;Vapor de Sódio;100;Sim;2100636;580575;7478352
5447031;22444455;PALMITAL;Vapor de Sódio;100;Sim;2100636;580600;7478339
5446299;22444456;PALMITAL;Vapor de Sódio;100;Sim;2100636;580625;7478326
6171491;22444457;PALMITAL;Vapor de Sódio;100;Sim;2100636;580617;7478367
6171490;22444458;PALMITAL;Vapor de Sódio;100;Sim;2100636;580632;7478397
5129771;22444459;PALMITAL;Vapor de Sódio;100;Sim;2100636;580388;7478450
5447263;22444460;PALMITAL;Vapor de Sódio;100;Sim;2100636;580466;7478409
6171126;22444461;PALMITAL;Vapor de Sódio;70;Sim;2100636;580456;7478453
6171125;22444462;PALMITAL;Vapor de Sódio;100;Sim;2100636;580471;7478481
6171124;22444463;PALMITAL;Vapor de Sódio;70;Sim;2100636;580445;7478494
6171123;22444464;PALMITAL;Vapor de Sódio;100;Sim;2100636;580427;7478503
6171122;22444465;PALMITAL;Vapor de Sódio;100;Sim;2100636;580400;7478519
6171121;22444466;PALMITAL;Vapor de Sódio;100;Sim;2100636;580380;7478491
5445143;22444467;PALMITAL;Vapor de Sódio;100;Sim;2100636;580364;7478463
5447998;22444468;PALMITAL;Vapor de Sódio;100;Sim;2100636;580341;7478475
5447999;22444469;PALMITAL;Vapor de Sódio;100;Sim;2100636;580307;7478493
5448016;22444470;PALMITAL;Vapor de Sódio;100;Sim;2100636;580320;7478475
5448017;22444471;PALMITAL;Vapor de Sódio;100;Sim;2100636;580335;7478502
6438103;22444472;PALMITAL;Vapor de Sódio;100;Sim;2100636;580396;7478843
5691214;22444473;PALMITAL;Vapor de Sódio;100;Sim;2100636;580486;7478809
5691410;22444474;PALMITAL;Vapor de Sódio;100;Sim;2100636;580510;7478799
5691212;22444475;PALMITAL;Vapor de Sódio;100;Sim;2100636;580487;7478790
5691215;22444476;PALMITAL;Vapor de Sódio;100;Sim;2100636;580473;7478762
5691210;22444477;PALMITAL;Vapor de Sódio;100;Sim;2100636;580459;7478736
5691209;22444478;PALMITAL;Vapor de Sódio;100;Sim;2100636;580496;7478706
5691411;22444479;PALMITAL;Vapor de Sódio;100;Sim;2100636;580527;7478694
5691421;22444480;PALMITAL;Vapor de Sódio;100;Sim;2100636;580556;7478683
5691213;22444481;PALMITAL;Vapor de Sódio;100;Sim;2100636;580582;7478674
5691413;22444482;PALMITAL;Vapor de Sódio;100;Sim;2100636;580462;7478718
5691211;22444483;PALMITAL;Vapor de Sódio;100;Sim;2100636;580430;7478731
6438102;22444484;PALMITAL;Vapor de Sódio;100;Sim;2100636;580400;7478743
6438104;22444485;PALMITAL;Vapor de Sódio;100;Sim;2100636;580367;7478755
5691216;22444486;PALMITAL;Vapor de Sódio;100;Sim;2100636;580439;7478700
5690518;22444487;PALMITAL;Vapor de Sódio;100;Sim;2100636;579588;7478548
6437164;22444488;PALMITAL;Vapor de Sódio;100;Sim;2100636;579469;7478556
6437370;22444489;PALMITAL;Vapor de Sódio;100;Sim;2100636;579460;7478534
6437167;22444490;PALMITAL;Vapor de Sódio;100;Sim;2100636;579429;7478547
6437381;22444491;PALMITAL;Vapor de Sódio;100;Sim;2100636;579479;7478526
5454071;22444492;PALMITAL;Vapor de Sódio;250;Sim;2100636;580551;7479046
5129242;22444493;PALMITAL;Vapor de Sódio;250;Sim;2100636;580582;7479035
5129246;22444494;PALMITAL;Vapor de Sódio;100;Sim;2100636;580412;7479009
6174564;22444495;PALMITAL;Vapor de Sódio;100;Sim;2100636;580444;7478943
6172835;22444496;PALMITAL;Vapor de Sódio;100;Sim;2100636;580457;7478980
6187966;22444497;PALMITAL;Vapor de Sódio;100;Sim;2100636;580464;7479000
6187965;22444498;PALMITAL;Vapor de Sódio;100;Sim;2100636;580475;7479031
6174559;22444499;PALMITAL;Vapor de Sódio;100;Sim;2100636;580484;7479059
5129244;22444500;PALMITAL;Vapor de Sódio;250;Sim;2100636;580491;7479068
5440414;22444501;PALMITAL;Vapor de Sódio;250;Sim;2100636;580467;7479083
5142719;22444502;PALMITAL;Vapor de Sódio;250;Sim;2100636;580434;7479098
5440415;22444503;PALMITAL;Vapor de Sódio;250;Sim;2100636;580399;7479113
5440416;22444504;PALMITAL;Vapor de Sódio;250;Sim;2100636;580370;7479123
5440197;22444505;PALMITAL;Vapor de Sódio;100;Sim;2100636;580382;7479021
5440417;22444506;PALMITAL;Vapor de Sódio;250;Sim;2100636;580338;7479136
5129245;22444507;PALMITAL;Vapor de Sódio;100;Sim;2100636;580387;7479080
5446064;22444508;PALMITAL;Vapor de Sódio;100;Sim;2100636;580373;7479046
5446063;22444509;PALMITAL;Vapor de Sódio;100;Sim;2100636;580360;7479011
6172388;22444510;PALMITAL;Vapor de Sódio;100;Sim;2100636;580348;7478979
6172210;22444511;PALMITAL;Vapor de Sódio;100;Sim;2100636;580337;7478950
6171304;22444512;PALMITAL;Vapor de Sódio;100;Sim;2100636;579595;7478929
6172374;22444513;PALMITAL;Vapor de Sódio;100;Sim;2100636;579637;7479045
6172375;22444514;PALMITAL;Vapor de Sódio;100;Sim;2100636;579624;7479010
6172376;22444515;PALMITAL;Vapor de Sódio;150;Sim;2100636;579612;7478979
6172377;22444516;PALMITAL;Vapor de Sódio;150;Sim;2100636;579601;7478949
6172867;22444517;PALMITAL;Vapor de Sódio;100;Sim;2100636;579664;7478900
6172546;22444518;PALMITAL;Vapor de Sódio;100;Sim;2100636;579674;7478918
6172547;22444519;PALMITAL;Vapor de Sódio;100;Sim;2100636;579688;7478953
5447270;22444520;PALMITAL;Vapor de Sódio;100;Sim;2100636;579711;7479012
5446542;22444521;PALMITAL;Vapor de Sódio;100;Sim;2100636;579764;7479004
5446541;22444522;PALMITAL;Vapor de Sódio;100;Sim;2100636;579733;7479016
5446540;22444523;PALMITAL;Vapor de Sódio;100;Sim;2100636;579701;7479028
5444929;22444524;PALMITAL;Vapor de Sódio;100;Sim;2100636;579675;7479039
5129356;22444525;PALMITAL;Vapor de Sódio;100;Não;2100636;579869;7478911
6171660;22444526;PALMITAL;Vapor de Sódio;100;Não;2100636;579813;7478974
6171661;22444527;PALMITAL;Vapor de Sódio;70;Não;2100636;579800;7478941
6171662;22444528;PALMITAL;Vapor de Sódio;70;Não;2100636;579788;7478911
6171663;22444529;PALMITAL;Vapor de Sódio;100;Não;2100636;579776;7478883
6172862;22444530;PALMITAL;Vapor de Sódio;100;Não;2100636;579833;7478832
6172863;22444531;PALMITAL;Vapor de Sódio;100;Não;2100636;579797;7478847
6173656;22444532;PALMITAL;Vapor de Sódio;100;Sim;2100636;580351;7478532
5446539;22444533;PALMITAL;Vapor de Sódio;100;Sim;2100636;580415;7478436
5447264;22444534;PALMITAL;Vapor de Sódio;100;Sim;2100636;580441;7478422
5129772;22444535;PALMITAL;Vapor de Sódio;100;Sim;2100636;580234;7478531
6173636;22444536;PALMITAL;Vapor de Sódio;70;Sim;2100636;580174;7478588
6173637;22444537;PALMITAL;Vapor de Sódio;100;Sim;2100636;580187;7478618
5448001;22444538;PALMITAL;Vapor de Sódio;100;Sim;2100636;580254;7478520
5448000;22444539;PALMITAL;Vapor de Sódio;100;Sim;2100636;580280;7478507
6173655;22444540;PALMITAL;Vapor de Sódio;100;Sim;2100636;580295;7478541
6173654;22444541;PALMITAL;Vapor de Sódio;100;Sim;2100636;580309;7478569
6173516;22444542;PALMITAL;Vapor de Sódio;100;Sim;2100636;580283;7478581
6173515;22444543;PALMITAL;Vapor de Sódio;100;Sim;2100636;580265;7478590
6173193;22444544;PALMITAL;Vapor de Sódio;100;Sim;2100636;580237;7478604
6173192;22444545;PALMITAL;Vapor de Sódio;100;Sim;2100636;580221;7478576
6173632;22444546;PALMITAL;Vapor de Sódio;100;Sim;2100636;580207;7478545
6173633;22444547;PALMITAL;Vapor de Sódio;100;Sim;2100636;580186;7478556
6173634;22444548;PALMITAL;Vapor de Sódio;100;Sim;2100636;580167;7478566
6173635;22444549;PALMITAL;Vapor de Sódio;100;Sim;2100636;580132;7478585
6173635;22444550;PALMITAL;Vapor Metálico;400;Sim;2100636;580132;7478585
6173635;22444551;PALMITAL;Vapor de Sódio;250;Não;2100636;580132;7478585
6489057;22444552;PALMITAL;Vapor de Sódio;100;Sim;2100636;580214;7478485
6489056;22444553;PALMITAL;Vapor de Sódio;100;Sim;2100636;580192;7478497
6489055;22444554;PALMITAL;Vapor de Sódio;100;Sim;2100636;580158;7478517
5779120;22444555;PALMITAL;Vapor de Sódio;100;Sim;2100636;580340;7478414
6488875;22444556;PALMITAL;Vapor de Sódio;100;Sim;2100636;580133;7478528
6488876;22444557;PALMITAL;Vapor de Sódio;100;Sim;2100636;580132;7478500
47839927;22444558;PALMITAL;Vapor de Sódio;100;Sim;2100636;580135;7478549
5779121;22444559;PALMITAL;Vapor de Sódio;100;Sim;2100636;580367;7478399
5779122;22444560;PALMITAL;Vapor de Sódio;100;Sim;2100636;580393;7478384
5779123;22444561;PALMITAL;Vapor de Sódio;100;Sim;2100636;580414;7478373
5779124;22444562;PALMITAL;Vapor de Sódio;100;Sim;2100636;580437;7478359
5779125;22444563;PALMITAL;Vapor de Sódio;100;Sim;2100636;580470;7478342
5779126;22444564;PALMITAL;Vapor de Sódio;100;Sim;2100636;580499;7478326
5779127;22444565;PALMITAL;Vapor de Sódio;100;Sim;2100636;580525;7478312
5779369;22444566;PALMITAL;Vapor de Sódio;100;Sim;2100636;580384;7478330
5779372;22444567;PALMITAL;Vapor de Sódio;100;Sim;2100636;580252;7478403
6489381;22444568;PALMITAL;Vapor de Sódio;100;Sim;2100636;580235;7478413
6489235;22444569;PALMITAL;Vapor de Sódio;100;Sim;2100636;580178;7478444
6489234;22444570;PALMITAL;Vapor de Sódio;100;Sim;2100636;580152;7478459
5779360;22444571;PALMITAL;Vapor de Sódio;100;Sim;2100636;580282;7478406
6172209;22444572;PALMITAL;Vapor de Sódio;100;Sim;2100636;580327;7478925
6188482;22444573;PALMITAL;Vapor de Sódio;100;Sim;2100636;580315;7478894
6188481;22444574;PALMITAL;Vapor de Sódio;250;Sim;2100636;580302;7478876
6171332;22444575;PALMITAL;Vapor de Sódio;100;Sim;2100636;580280;7478885
5129247;22444576;PALMITAL;Vapor de Sódio;100;Sim;2100636;580348;7479035
6171331;22444577;PALMITAL;Vapor de Sódio;100;Sim;2100636;580252;7478896
6171330;22444578;PALMITAL;Vapor de Sódio;100;Sim;2100636;580223;7478907
6171313;22444579;PALMITAL;Vapor de Sódio;100;Sim;2100636;580278;7478981
6171312;22444580;PALMITAL;Vapor de Sódio;100;Sim;2100636;580311;7478968
6171311;22444581;PALMITAL;Vapor de Sódio;100;Sim;2100636;580345;7478955
6172390;22444582;PALMITAL;Vapor de Sódio;100;Sim;2100636;580380;7478942
6172389;22444583;PALMITAL;Vapor de Sódio;100;Sim;2100636;580411;7478930
6188674;22444584;PALMITAL;Vapor de Sódio;100;Sim;2100636;580446;7478916
6188673;22444585;PALMITAL;Vapor de Sódio;100;Sim;2100636;580474;7478906
5440182;22444586;PALMITAL;Vapor de Sódio;100;Sim;2100636;580321;7479045
5440413;22444587;PALMITAL;Vapor de Sódio;100;Sim;2100636;580443;7478997
6174567;22444588;PALMITAL;Vapor de Sódio;100;Sim;2100636;580482;7478981
6174731;22444589;PALMITAL;Vapor de Sódio;100;Sim;2100636;580511;7478969
6174566;22444590;PALMITAL;Vapor de Sódio;100;Sim;2100636;580420;7478877
6174565;22444591;PALMITAL;Vapor de Sódio;100;Sim;2100636;580433;7478914
6172864;22444592;PALMITAL;Vapor de Sódio;100;Não;2100636;579766;7478859
6172865;22444593;PALMITAL;Vapor de Sódio;100;Não;2100636;579729;7478875
6172871;22444594;PALMITAL;Vapor de Sódio;70;Não;2100636;579843;7478849
6172872;22444595;PALMITAL;Vapor de Sódio;100;Não;2100636;579857;7478883
5447018;22444596;PALMITAL;Vapor de Sódio;70;Não;2100636;579882;7478944
5440412;22444597;PALMITAL;Vapor de Sódio;100;Sim;2100636;579932;7478937
5446784;22444598;PALMITAL;Vapor de Sódio;100;Sim;2100636;579900;7478950
5446545;22444599;PALMITAL;Vapor de Sódio;100;Sim;2100636;579866;7478964
5446544;22444600;PALMITAL;Vapor de Sódio;100;Sim;2100636;579829;7478978
5446543;22444601;PALMITAL;Vapor de Sódio;100;Sim;2100636;579795;7478991
5129357;22444602;PALMITAL;Vapor de Sódio;100;Sim;2100636;580002;7478861
6173495;22444603;PALMITAL;Vapor de Sódio;150;Sim;2100636;579995;7478767
6173496;22444604;PALMITAL;Vapor de Sódio;100;Sim;2100636;580023;7478763
6171133;22444605;PALMITAL;Vapor de Sódio;100;Sim;2100636;580061;7478756
6173497;22444606;PALMITAL;Vapor de Sódio;250;Sim;2100636;580090;7478751
6173498;22444607;PALMITAL;Vapor de Sódio;100;Sim;2100636;580120;7478746
5812302;22444608;PALMITAL;Vapor de Sódio;100;Sim;2100636;580148;7478730
6187773;22444609;PALMITAL;Vapor de Sódio;250;Sim;2100636;580144;7478766
6187772;22444610;PALMITAL;Vapor de Sódio;150;Sim;2100636;580139;7478793
6187771;22444611;PALMITAL;Vapor de Sódio;150;Sim;2100636;580135;7478824
6172844;22444612;PALMITAL;Vapor de Sódio;100;Sim;2100636;580139;7478562
56406461;22444613;PALMITAL;Vapor de Sódio;100;Sim;2100636;580142;7478594
6172842;22444614;PALMITAL;Vapor de Sódio;100;Sim;2100636;580144;7478621
6172841;22444615;PALMITAL;Vapor de Sódio;100;Sim;2100636;580146;7478652
5129369;22444616;PALMITAL;Vapor de Sódio;150;Sim;2100636;579546;7479444
6172823;22444617;PALMITAL;Vapor de Sódio;150;Sim;2100636;579515;7479504
6172824;22444618;PALMITAL;Vapor de Sódio;150;Sim;2100636;579488;7479483
6172825;22444619;PALMITAL;Vapor de Sódio;100;Sim;2100636;579460;7479460
6172826;22444620;PALMITAL;Vapor de Sódio;150;Sim;2100636;579433;7479438
6172827;22444621;PALMITAL;Vapor de Sódio;100;Sim;2100636;579409;7479443
5445121;22444622;PALMITAL;Vapor de Sódio;250;Sim;2100636;579575;7479433
5446986;22444623;PALMITAL;Vapor de Sódio;250;Sim;2100636;579606;7479421
6173354;22444624;PALMITAL;Vapor de Sódio;250;Sim;2100636;579597;7479370
6171634;22444625;PALMITAL;Vapor de Sódio;250;Sim;2100636;579609;7479402
6171633;22444626;PALMITAL;Vapor de Sódio;250;Sim;2100636;579619;7479425
6172155;22444627;PALMITAL;Vapor de Sódio;250;Sim;2100636;579519;7479454
6172156;22444628;PALMITAL;Vapor de Sódio;250;Sim;2100636;579493;7479465
5129448;22444629;PALMITAL;Vapor de Sódio;150;Sim;2100636;579745;7479435
5129368;22444630;PALMITAL;Vapor de Sódio;250;Sim;2100636;579715;7479378
5447216;22444631;PALMITAL;Vapor de Sódio;250;Sim;2100636;579696;7479386
5660019;22444632;PALMITAL;Vapor de Sódio;100;Sim;2100636;579175;7478751
5660017;22444633;PALMITAL;Vapor de Sódio;100;Sim;2100636;579150;7478769
6405071;22444634;PALMITAL;Vapor de Sódio;100;Sim;2100636;579153;7478749
6404874;22444635;PALMITAL;Vapor de Sódio;100;Sim;2100636;579168;7478784
5660223;22444636;PALMITAL;Vapor de Sódio;100;Sim;2100636;579304;7478696
5660224;22444637;PALMITAL;Vapor de Sódio;100;Sim;2100636;579337;7478682
